,Presion,Tonelaje,Velocidad,%Solidos,Potencia,F80,Brazo,picos_intens
12902,6045.3,3394.79,8.95,73.98,13334.02,77.76,2.46,0.0
12903,6144.1,2792.51,9.33,70.48,15092.7,80.32,2.64,0.0
12904,5618.74,3095.86,8.6,82.21,9219.7,46.69,1.91,0.0
12905,6035.16,2917.97,9.04,69.9,13686.66,60.99,2.52,0.0
12906,5973.89,3169.95,8.68,73.52,12675.31,80.62,2.44,0.0
12907,6116.73,3324.58,9.03,76.82,14245.78,68.81,2.57,0.0
12908,6016.54,3362.28,8.88,77.91,11358.71,38.28,2.14,0.0
12909,5922.72,2288.25,8.03,78.72,10367.25,37.68,2.18,0.0
12910,5786.43,3151.3,9.03,74.31,11406.27,69.7,2.17,0.0
12911,6053.58,3790.78,8.72,76.68,10715.81,70.38,2.02,0.0
12912,5793.29,3312.21,9.03,74.91,11477.57,69.36,2.18,0.0
12913,6155.98,3336.99,8.93,74.99,11932.67,67.44,2.17,0.0
12914,6142.3,2992.21,9.33,72.91,14829.01,79.11,2.59,0.0
12915,6000.37,3397.69,8.95,73.74,12884.88,78.02,2.39,0.0
12916,6050.83,3366.74,8.85,80.74,11487.79,41.17,2.16,0.0
12917,6056.3,3509.72,8.92,78.76,11676.06,49.67,2.15,0.0
12918,6063.49,3683.01,8.93,77.21,11020.48,81.16,2.03,0.0
12919,6136.55,4492.39,8.63,78.81,11405.77,41.41,2.15,0.0
12920,6060.2,3810.39,8.93,76.81,10981.13,73.71,2.02,0.0
12921,5906.21,3475.3,9.03,74.46,12420.77,81.95,2.33,0.0
12922,5953.0,3403.31,8.83,74.9,12528.45,63.96,2.38,0.0
12923,6026.65,3611.25,9.33,72.98,13585.12,68.82,2.43,0.0
12924,6146.16,4537.44,8.63,78.79,11390.11,43.91,2.15,0.0
12925,5876.97,4004.22,8.93,80.38,9700.08,61.17,1.84,0.0
12926,5780.01,3144.01,9.03,74.1,11467.58,69.45,2.21,0.0
12927,6213.5,2588.39,9.03,69.73,15279.22,79.75,2.72,0.0
12928,6043.43,3297.94,8.72,77.8,10376.27,63.35,1.97,0.0
12929,5823.0,4171.04,8.83,83.39,10082.17,41.33,1.96,0.0
12930,6160.93,2983.48,9.32,72.97,14956.45,78.01,2.6,0.0
12931,5978.12,3657.34,9.33,70.9,13147.1,87.3,2.36,0.0
12932,6077.91,3246.78,8.93,74.38,11596.8,66.14,2.13,0.0
12933,5711.6,3451.87,9.03,73.99,10552.7,79.33,2.06,0.0
12934,6038.1,3464.48,8.93,80.49,11688.45,58.26,2.17,0.0
12935,5815.5,4178.31,8.83,83.32,10076.22,41.19,1.94,0.0
12936,6109.85,2987.41,9.33,72.61,14737.1,81.26,2.58,0.0
12937,6041.1,2917.7,9.03,70.4,13714.83,61.39,2.52,0.0
12938,5813.02,4184.93,8.83,81.45,10212.01,42.87,1.99,0.0
12939,5884.77,2957.21,9.03,76.96,12400.48,63.13,2.35,0.0
12940,6105.54,2996.82,8.72,76.68,10966.65,80.12,2.05,1.0
12941,6056.04,3798.55,8.94,77.31,10953.3,73.31,2.02,0.0
12942,5974.02,3591.56,8.89,76.09,12610.46,72.48,2.37,0.0
12943,6075.82,3271.78,8.94,74.61,11581.89,70.83,2.13,0.0
12944,5820.03,4212.18,8.82,83.54,9992.08,42.32,1.95,0.0
12945,6074.82,2696.35,9.0,70.11,14112.79,86.41,2.59,0.0
12946,5798.14,4168.36,8.82,82.92,9949.91,42.41,1.96,0.0
12947,5999.08,2527.28,8.25,76.25,11023.86,55.94,2.23,0.0
12948,6043.0,3633.63,8.72,76.87,10636.8,55.54,2.02,1.0
12949,5979.46,3397.53,8.83,77.93,12689.0,73.58,2.42,0.0
12950,6066.49,3699.01,8.86,77.17,10964.88,81.36,2.01,0.0
12951,5989.31,3445.19,8.91,78.04,11333.46,65.26,2.1,0.0
12952,6040.96,3886.79,8.75,76.8,10540.12,77.54,1.99,0.0
12953,6036.92,3067.2,9.04,73.3,13366.32,85.77,2.46,0.0
12954,5884.54,4072.67,8.91,80.73,9715.55,60.97,1.85,0.0
12955,5728.05,2803.04,8.75,69.19,10834.2,80.15,2.17,0.0
12956,5967.5,3101.98,8.68,73.62,12623.1,80.37,2.44,0.0
12957,6024.88,3647.38,8.72,77.18,10575.82,76.38,2.02,0.0
12958,6071.02,3667.5,8.93,77.61,10968.81,63.0,2.02,0.0
12959,6026.5,3388.84,8.78,73.48,12795.59,84.0,2.42,0.0
12960,6116.92,3105.14,8.83,74.53,10825.05,59.21,2.0,1.0
12961,6123.27,2987.62,8.74,76.82,11104.66,75.63,2.07,1.0
12962,5784.3,3149.99,9.03,74.03,11361.23,69.6,2.18,0.0
12963,6043.96,3640.77,8.72,76.91,10655.68,55.59,2.03,1.0
12964,6140.93,4505.71,8.63,78.72,11450.29,49.52,2.17,0.0
12965,5643.02,3159.41,8.43,82.55,9092.34,39.79,1.91,0.0
12966,6180.65,3413.2,8.93,80.12,12396.65,67.16,2.25,0.0
12967,6152.05,4489.27,8.63,78.84,11446.49,46.32,2.16,0.0
12968,6035.78,3053.49,8.93,82.53,11709.95,59.19,2.16,0.0
12969,6062.03,3398.94,9.01,77.91,13779.77,59.8,2.52,0.0
12970,6368.5,3234.35,8.93,74.09,11402.78,64.03,2.01,0.0
12971,6045.0,3185.57,8.88,77.36,13277.06,67.92,2.47,0.0
12972,5940.5,3350.37,8.72,78.05,10821.0,37.57,2.09,0.0
12973,6067.02,2988.56,9.01,72.77,14110.77,84.19,2.57,0.0
12974,6097.47,3395.57,8.95,74.05,11177.74,59.69,2.05,0.0
12975,5823.6,4347.55,8.79,83.64,9941.5,48.19,1.94,0.0
12976,5932.23,3445.45,8.64,73.04,11845.42,81.08,2.32,0.0
12977,5621.08,3096.25,8.71,81.93,9337.26,50.72,1.91,0.0
12978,6124.0,3718.34,8.78,77.55,10905.22,68.28,2.03,0.0
12979,6118.83,2978.94,8.74,77.15,11118.08,75.8,2.06,1.0
12980,5961.58,3083.46,8.68,73.46,12544.07,80.34,2.42,0.0
12981,6149.79,4045.75,8.92,73.98,12034.52,58.41,2.2,0.0
12982,6091.39,2992.26,9.33,72.83,14594.12,81.4,2.57,0.0
12983,6064.54,3659.52,8.95,78.58,11381.57,60.51,2.08,0.0
12984,6061.4,3406.35,8.93,77.02,11387.14,77.41,2.11,0.0
12985,5882.5,4007.21,8.93,80.37,9718.28,61.05,1.84,0.0
12986,6050.94,2915.28,9.03,76.09,13788.97,74.84,2.53,0.0
12987,5760.5,3954.53,8.78,84.06,9768.53,50.94,1.91,0.0
12988,5774.05,3769.76,8.78,83.31,10013.61,43.21,1.98,0.0
12989,5760.13,4160.35,8.78,83.1,9891.81,46.16,1.95,0.0
12990,6036.5,3572.92,8.94,75.97,13273.67,72.59,2.46,0.0
12991,5991.71,3283.48,8.86,78.41,12984.42,60.21,2.44,0.0
12992,6169.5,3290.89,8.69,74.79,13732.78,80.47,2.58,0.0
12994,5759.0,4189.09,8.78,83.21,9861.42,45.43,1.95,0.0
12995,5919.5,3412.94,8.81,73.85,12351.28,76.42,2.36,0.0
12996,6157.62,3408.02,8.94,80.38,12064.49,70.67,2.21,0.0
12997,5912.28,3413.18,8.8,74.14,12075.93,75.17,2.32,0.0
12998,6149.28,4517.9,8.63,78.87,11414.05,45.27,2.15,0.0
12999,6104.77,2859.76,8.56,73.98,10436.7,62.15,2.0,1.0
13000,6049.5,3370.12,8.94,77.68,11793.86,41.86,2.17,0.0
13001,6125.99,3064.29,8.83,77.23,10917.42,53.1,2.01,1.0
13002,5758.15,4240.23,8.78,83.79,9885.52,44.83,1.97,0.0
13003,6168.42,3262.97,8.91,74.69,13617.99,79.67,2.48,0.0
13004,5975.29,2525.76,8.58,78.81,11281.8,60.39,2.21,0.0
13005,6063.8,3590.78,8.72,77.56,10768.12,63.85,2.04,0.0
13006,6163.05,2969.55,9.33,72.97,14913.18,80.79,2.61,0.0
13007,6071.82,3231.29,8.93,74.28,11488.98,60.63,2.12,0.0
13008,5933.69,3637.9,8.79,78.05,11877.87,82.55,2.28,0.0
13009,5955.53,3308.57,8.71,78.74,10861.09,38.98,2.1,0.0
13010,6089.0,4245.2,8.63,77.44,11559.42,42.41,2.19,0.0
13011,6074.97,3297.32,9.01,77.65,13812.85,65.9,2.52,0.0
13012,6075.63,3353.05,8.85,80.63,11584.46,41.46,2.16,0.0
13013,6056.33,3791.7,8.93,76.81,10956.98,73.16,2.02,0.0
13014,5857.14,3207.71,8.68,78.19,11294.54,57.66,2.22,0.0
13015,6013.26,4351.32,8.79,78.03,12120.95,71.18,2.29,0.0
13016,6107.5,2772.51,9.33,70.66,14650.03,75.21,2.58,0.0
13017,6241.5,3116.71,8.96,72.17,11483.71,58.64,2.07,0.0
13018,6030.33,3695.74,8.94,77.11,10800.81,56.13,2.0,1.0
13019,6240.44,3106.34,9.03,73.6,14713.35,81.76,2.62,0.0
13020,5802.15,4148.96,8.78,83.26,10016.51,41.21,1.98,0.0
13021,6065.46,3169.11,8.92,77.96,13359.1,68.94,2.47,0.0
13022,6057.93,3557.47,8.92,79.05,11600.0,49.55,2.15,0.0
13023,6153.13,3078.88,8.83,76.11,10852.99,63.88,2.0,1.0
13024,5841.59,3322.91,8.88,75.13,11542.15,75.38,2.23,0.0
13025,5836.15,3953.63,8.91,79.45,9456.88,40.67,1.82,0.0
13026,5972.6,3495.29,8.24,77.96,10347.53,31.38,2.1,0.0
13027,6053.2,3571.75,8.92,78.94,11622.24,49.99,2.16,0.0
13028,5621.76,3096.83,8.71,81.88,9381.88,50.79,1.92,0.0
13029,5850.28,3187.48,8.68,78.19,11202.95,57.48,2.21,0.0
13030,6013.75,3391.77,8.98,75.52,13089.86,75.54,2.44,0.0
13031,6122.47,3076.26,8.83,75.88,10792.45,63.84,2.0,1.0
13032,6081.42,2709.66,8.63,74.37,10514.33,58.06,2.02,1.0
13033,5970.54,3515.23,8.93,77.58,12516.69,75.65,2.36,0.0
13034,6041.32,3053.97,8.94,80.88,11660.02,58.84,2.17,0.0
13035,6088.45,4237.47,8.63,77.52,11519.18,42.07,2.2,0.0
13036,6226.19,3328.11,8.87,75.02,14379.28,79.42,2.61,0.0
13037,5988.94,2928.37,9.04,69.75,13153.73,59.17,2.44,0.0
13038,5989.57,3725.08,9.34,75.48,13237.13,84.06,2.36,0.0
13039,6067.9,3266.82,8.74,77.33,10921.96,64.37,2.07,0.0
13040,5992.97,3740.84,9.34,75.81,13243.25,85.3,2.37,0.0
13041,6166.5,3504.14,8.95,77.95,11516.47,66.02,2.08,0.0
13042,6257.3,2509.95,8.83,75.75,11749.26,79.0,2.14,0.0
13043,5955.8,3343.72,8.71,77.98,10857.34,38.77,2.1,0.0
13044,6178.0,2987.28,8.74,76.75,11237.55,74.19,2.09,1.0
13045,6074.86,3363.83,8.98,77.86,13716.22,64.32,2.51,0.0
13046,6098.47,4205.29,8.63,77.41,11627.15,43.1,2.2,0.0
13047,5621.97,3154.27,8.72,82.31,9462.47,51.57,1.92,0.0
13048,5940.59,3340.02,8.72,78.42,10818.56,37.52,2.1,0.0
13049,5760.05,4180.1,8.78,83.18,9895.56,45.98,1.96,0.0
13050,6105.68,3256.07,8.63,74.67,10351.16,69.74,1.95,1.0
13051,6152.02,4090.03,8.91,74.03,12058.39,57.12,2.2,0.0
13052,6147.04,2996.19,8.84,75.92,11051.17,46.76,2.04,1.0
13053,5931.01,3111.39,8.89,73.32,12885.42,73.23,2.44,0.0
13054,5754.5,2497.02,8.69,78.4,11120.46,52.82,2.23,0.0
13055,6086.09,2845.52,8.63,74.22,10460.1,56.75,2.0,1.0
13056,6180.5,3405.13,8.94,79.78,12310.17,67.17,2.23,0.0
13057,6047.84,3693.12,8.72,76.63,10680.41,79.78,2.03,0.0
13058,6168.5,3012.45,9.04,72.7,14950.22,78.93,2.68,0.0
13059,6164.94,3002.43,9.33,73.21,14980.25,79.24,2.62,0.0
13060,6099.12,3374.01,8.75,75.34,10441.0,74.13,1.95,0.0
13061,6203.75,3115.23,8.93,80.76,12535.77,59.13,2.26,0.0
13062,6187.74,2928.03,9.33,71.69,15148.69,73.89,2.63,0.0
13063,6267.0,2525.7,8.84,75.57,11839.19,78.8,2.14,0.0
13064,5940.75,3338.1,8.72,78.6,10834.88,37.67,2.09,0.0
13065,6057.45,3488.1,9.13,73.94,14068.41,80.49,2.56,0.0
13066,5817.5,3372.94,8.72,73.86,11135.7,71.65,2.19,0.0
13067,6114.56,3091.54,8.63,75.15,10428.64,67.95,1.96,1.0
13068,5885.86,4104.45,8.92,80.38,9562.42,60.15,1.83,0.0
13069,5912.0,3482.16,9.03,74.79,12438.77,82.24,2.33,0.0
13070,6039.6,3767.24,9.17,74.33,13930.39,79.69,2.52,0.0
13071,6055.0,3780.81,8.72,76.89,10677.35,68.41,2.04,0.0
13072,6077.74,3267.95,9.0,78.54,13976.03,66.5,2.54,0.0
13073,6019.44,3884.65,8.67,76.84,10393.6,63.36,1.99,0.0
13074,5876.93,4108.06,8.91,79.75,9529.31,51.2,1.83,0.0
13075,6137.36,2793.66,9.33,70.84,14983.25,80.1,2.62,0.0
13076,5952.13,3051.17,8.68,72.69,12449.54,80.59,2.4,0.0
13077,5815.0,3397.91,8.83,73.52,11330.37,75.09,2.21,0.0
13078,5827.32,4240.69,8.83,82.03,10230.17,42.0,1.98,0.0
13079,6091.18,3102.72,8.92,79.9,11930.77,59.77,2.18,0.0
13080,5625.79,3213.36,8.72,80.29,9447.96,52.3,1.92,0.0
13081,6051.98,3714.95,8.93,76.77,11029.95,80.58,2.04,0.0
13082,6092.4,2808.77,9.33,70.76,14647.49,81.43,2.57,0.0
13083,6050.06,3065.56,9.33,73.26,14113.32,77.56,2.49,0.0
13084,6077.17,2711.89,9.0,69.92,14226.29,86.46,2.61,0.0
13085,5786.15,3130.4,9.03,74.1,11396.55,69.26,2.19,0.0
13086,5773.23,3312.92,9.03,74.99,11181.89,67.43,2.14,0.0
13087,6035.65,2949.35,9.02,69.71,13694.18,61.53,2.51,0.0
13088,6032.99,2888.31,9.04,70.74,13708.58,60.72,2.51,0.0
13089,5759.33,3200.75,9.03,74.35,11118.87,69.6,2.14,0.0
13090,6010.5,2701.19,8.86,70.21,13618.18,81.87,2.55,0.0
13091,5984.02,4054.08,8.86,77.94,12468.18,63.13,2.35,0.0
13092,5894.81,4110.83,8.92,79.96,9561.69,56.42,1.82,0.0
13093,5834.13,3943.08,8.92,79.4,9500.26,38.97,1.83,0.0
13094,6133.5,3037.06,8.84,77.18,10905.35,55.19,2.01,1.0
13095,6100.68,3102.74,8.83,76.59,10759.4,68.27,2.0,1.0
13096,5618.26,3090.07,8.62,82.03,9246.65,47.15,1.91,0.0
13097,5709.0,4141.31,8.73,81.87,9676.78,41.54,1.94,0.0
13098,6128.34,3719.67,8.78,77.63,10981.84,65.13,2.04,0.0
13099,5830.66,3947.27,8.91,79.49,9433.55,39.65,1.83,0.0
13100,6071.33,3403.51,8.93,76.98,11477.19,78.41,2.12,0.0
13101,6074.0,3544.33,8.95,80.04,11324.9,59.92,2.08,0.0
13102,5614.44,3120.47,8.7,82.31,9318.04,51.4,1.91,0.0
13103,6073.06,3736.99,9.18,74.46,14338.51,79.69,2.56,0.0
13104,6110.17,2813.51,9.33,70.56,14660.87,75.8,2.57,0.0
13105,6105.71,2736.63,9.03,76.1,14301.25,75.09,2.59,0.0
13106,6001.19,3505.75,8.86,77.98,10649.83,69.83,2.01,0.0
13107,6155.47,3386.8,8.94,80.29,12086.16,70.99,2.19,0.0
13108,6065.1,3735.69,8.93,76.88,10926.03,78.06,2.03,0.0
13109,6025.16,3532.17,8.72,76.58,10670.27,77.64,2.03,1.0
13110,6076.18,3301.49,8.74,76.95,11012.08,65.09,2.06,0.0
13111,6052.2,3785.12,8.93,76.56,10864.5,75.04,2.02,0.0
13112,5777.0,3158.33,9.03,73.96,11482.2,69.45,2.2,0.0
13113,5995.84,3295.71,8.86,78.53,12901.5,60.56,2.44,0.0
13114,5973.44,3440.06,8.74,73.01,12446.94,84.38,2.39,0.0
13115,5912.24,3397.87,8.84,75.82,12053.28,76.64,2.32,0.0
13116,5850.25,4051.35,8.83,78.42,9536.07,42.33,1.84,0.0
13117,5618.65,3113.77,8.6,82.23,9203.73,47.05,1.91,0.0
13118,6044.69,3743.32,9.18,74.63,13953.55,80.01,2.52,0.0
13119,5878.38,4105.81,8.91,79.82,9578.91,50.47,1.82,0.0
13120,6139.36,2824.53,9.33,70.43,15029.01,80.53,2.63,0.0
13121,6138.21,4270.52,8.92,74.1,11950.9,55.59,2.19,0.0
13122,5843.0,3473.22,9.03,74.13,11903.78,84.39,2.26,0.0
13123,5915.78,2999.72,8.93,76.06,10530.54,52.06,2.0,0.0
13124,6229.0,3499.66,8.95,75.22,11315.1,73.75,2.03,0.0
13125,6183.5,2561.55,9.33,69.27,15428.66,75.71,2.67,0.0
13126,6199.2,2892.61,9.33,71.84,15348.69,76.27,2.67,0.0
13127,5911.5,3310.87,8.85,74.9,12689.16,82.45,2.42,0.0
13128,5621.32,3167.34,8.72,82.25,9464.46,51.76,1.93,0.0
13129,6175.56,3249.16,9.0,74.62,14165.91,79.09,2.54,0.0
13130,6060.28,3514.03,9.33,74.84,13901.7,76.4,2.47,0.0
13131,6062.81,3232.28,8.93,74.52,11450.79,56.45,2.12,0.0
13132,5870.89,2687.35,8.93,70.06,12398.71,70.52,2.36,0.0
13133,5904.98,3470.89,9.03,74.42,12389.04,81.74,2.33,0.0
13134,6168.08,3228.6,9.0,74.36,14166.75,78.41,2.55,0.0
13135,6114.52,3075.05,8.84,74.73,10724.3,58.47,2.01,1.0
13136,5880.15,4108.28,8.92,79.93,9613.32,54.49,1.84,0.0
13137,6120.18,3512.14,8.96,74.64,11287.18,66.0,2.06,0.0
13138,5784.16,3274.2,9.03,75.01,11338.0,67.05,2.17,0.0
13139,6135.56,3321.97,8.84,74.56,11072.88,66.54,2.05,0.0
13140,6223.39,2482.65,9.03,69.56,15275.94,80.47,2.73,0.0
13141,6029.89,3688.02,8.94,77.05,10786.7,56.18,2.0,1.0
13142,6074.48,2667.54,9.0,70.2,14119.82,86.5,2.59,0.0
13143,6108.39,3087.45,8.83,74.86,10721.06,56.27,1.99,1.0
13144,6044.73,3717.78,8.72,76.83,10645.68,74.35,2.01,0.0
13145,5904.37,3601.74,9.01,74.26,12627.36,77.34,2.37,0.0
13146,5758.0,3148.88,9.03,74.04,11322.43,67.37,2.19,0.0
13147,5957.55,3510.4,8.92,77.56,12392.11,75.76,2.34,0.0
13148,6113.0,2991.13,9.33,73.02,14776.52,81.17,2.6,0.0
13149,6026.66,3665.22,8.72,77.46,10496.0,76.08,2.01,0.0
13150,5993.52,3068.42,9.33,73.49,13781.93,72.65,2.46,0.0
13151,5966.5,3385.83,8.83,75.25,12710.72,67.99,2.4,0.0
13152,6002.26,3365.18,8.98,75.92,13071.44,75.48,2.43,0.0
13153,5819.8,2203.93,8.68,67.17,11844.72,71.08,2.33,0.0
13154,6188.46,2612.22,9.33,69.13,15441.81,75.74,2.67,0.0
13155,6018.05,3889.27,8.66,76.99,10411.44,62.97,2.0,0.0
13156,6257.94,2573.86,8.83,74.1,11870.03,78.64,2.16,0.0
13157,6161.26,2932.57,9.33,71.71,15013.29,71.25,2.6,0.0
13158,5886.03,4096.62,8.92,79.82,9640.64,61.82,1.84,0.0
13159,6140.87,3289.0,9.03,78.34,14373.43,69.07,2.6,0.0
13160,5943.38,3387.02,8.65,73.17,12000.36,82.08,2.35,0.0
13161,5989.46,3187.74,8.96,75.51,13066.84,72.54,2.44,0.0
13162,6052.47,3513.24,9.14,73.8,14074.89,80.11,2.55,0.0
13163,5935.6,3152.21,8.83,73.66,12484.17,82.0,2.4,0.0
13164,5821.0,0.07,0.14,0.02,-2.41,61.69,1.28,0.0
13165,5974.84,3461.69,8.86,77.95,11176.91,73.44,2.11,0.0
13166,6100.99,3114.14,8.82,76.69,10761.12,68.42,2.0,1.0
13167,6056.29,3213.13,8.92,77.87,13396.0,68.69,2.47,0.0
13168,6121.8,3015.29,8.74,77.11,11049.75,74.57,2.07,1.0
13169,6031.0,3541.39,8.89,76.18,13138.53,72.32,2.44,0.0
13170,6022.0,3397.09,8.95,73.98,13094.83,77.96,2.43,0.0
13171,6073.35,3229.37,8.64,74.03,10326.46,69.67,1.98,1.0
13172,6057.34,3788.01,8.94,76.65,10915.61,73.05,2.01,0.0
13173,5917.43,3166.42,8.75,77.87,12254.18,67.22,2.38,0.0
13174,5618.0,3104.07,8.71,81.94,9376.6,51.53,1.91,0.0
13175,6025.77,3700.66,8.72,77.41,10558.8,76.19,2.0,0.0
13176,5975.3,3402.35,8.86,78.33,11200.92,73.64,2.11,0.0
13177,6019.65,3453.21,8.94,78.48,11368.25,74.18,2.12,0.0
13178,5991.52,2574.2,8.87,69.47,13424.04,77.07,2.52,0.0
13179,5820.75,4383.66,8.8,83.7,9961.09,48.17,1.94,0.0
13180,5891.41,3301.05,8.83,74.98,12410.57,82.07,2.38,0.0
13181,5977.58,2482.32,8.86,68.63,13341.61,73.87,2.52,0.0
13182,5834.18,3949.9,8.91,79.45,9455.66,40.28,1.82,0.0
13183,5999.61,3041.6,9.33,73.62,13611.64,81.29,2.43,0.0
13184,6163.47,3076.85,8.83,75.92,10910.04,64.93,2.03,1.0
13185,6139.09,3730.47,8.91,74.25,12170.08,85.59,2.22,0.0
13186,5828.94,4169.73,8.82,83.91,9978.38,43.31,1.93,0.0
13187,5844.94,3954.36,8.91,79.53,9486.36,41.8,1.81,0.0
13188,6044.3,3780.52,8.75,71.4,10439.09,75.68,1.97,1.0
13189,5994.34,3222.3,8.94,78.86,13443.48,68.18,2.51,0.0
13190,6217.0,3318.52,8.75,75.09,14111.0,79.43,2.6,0.0
13191,6028.0,3625.49,8.7,77.34,10593.51,81.41,2.02,0.0
13192,6055.74,3318.46,8.83,76.52,10596.84,83.22,1.97,0.0
13193,6096.57,3431.31,8.75,75.11,10567.81,72.92,1.98,0.0
13194,6077.32,3344.49,8.86,80.72,11624.19,41.08,2.16,0.0
13195,5983.87,3206.22,8.94,75.63,13167.91,73.62,2.46,0.0
13196,6120.96,3034.44,8.84,77.15,10928.34,51.47,2.02,1.0
13197,5955.69,3374.46,8.71,77.88,10903.14,38.96,2.1,0.0
13198,6014.12,3015.05,8.93,75.97,11193.8,57.1,2.08,0.0
13199,6235.58,3140.51,8.83,75.43,11652.82,69.54,2.09,0.0
13200,5825.75,3516.4,9.03,74.35,11621.04,82.65,2.21,0.0
13201,6024.12,3007.58,9.33,73.04,13954.93,83.98,2.49,0.0
13202,6137.27,4494.53,8.63,78.54,11451.53,41.24,2.15,0.0
13203,5796.91,4121.83,8.78,83.44,10039.77,41.4,1.98,0.0
13204,5969.0,3467.75,8.93,77.82,12582.48,75.46,2.36,0.0
13205,6076.59,3657.98,8.93,77.56,11056.02,68.48,2.05,0.0
13206,6146.71,3024.33,9.33,72.76,14790.65,77.04,2.59,0.0
13207,6040.39,3870.71,8.75,76.84,10534.38,78.19,1.99,0.0
13208,6147.04,4491.72,8.63,78.69,11456.77,48.63,2.16,0.0
13209,5848.4,4075.51,8.83,78.33,9512.31,43.75,1.84,0.0
13210,6269.26,2629.32,8.84,75.07,11773.17,79.08,2.14,0.0
13211,5840.22,3953.45,8.91,79.5,9484.41,40.94,1.8,0.0
13212,5740.8,3605.34,9.03,74.98,10705.23,78.55,2.06,0.0
13213,6138.91,4490.95,8.63,78.7,11462.01,49.22,2.17,0.0
13214,6105.73,3233.19,8.63,73.75,10434.99,61.11,1.98,1.0
13215,5961.0,3606.38,8.93,78.24,10891.57,71.04,2.05,0.0
13216,5940.4,3376.48,9.33,75.12,13054.65,60.58,2.36,0.0
13217,5869.18,4161.8,8.78,83.32,10429.38,41.88,2.02,0.0
13218,6152.0,3165.21,9.03,74.16,14521.36,70.52,2.6,0.0
13219,6074.78,3263.19,9.0,77.65,13822.12,65.96,2.54,0.0
13220,6055.5,3555.79,8.92,78.75,11590.69,49.8,2.15,0.0
13221,6004.81,3452.51,8.94,78.36,11452.95,70.0,2.12,0.0
13222,6024.92,3224.89,9.33,74.21,13586.47,75.7,2.42,0.0
13223,5785.47,4078.07,8.68,78.31,10365.86,43.46,2.07,0.0
13224,6018.0,3427.48,8.98,75.64,13127.12,74.67,2.44,0.0
13225,6000.46,3190.2,8.88,77.9,12725.78,62.17,2.38,0.0
13226,6055.54,3207.39,8.93,74.08,13251.63,83.51,2.46,0.0
13227,6081.69,3069.09,9.33,73.23,14037.92,77.53,2.47,0.0
13228,6076.84,3290.51,8.99,78.81,13947.38,66.25,2.56,0.0
13229,5881.07,2579.23,8.93,70.26,12546.22,71.66,2.38,0.0
13230,6078.69,2795.34,9.04,76.4,14219.36,75.93,2.6,0.0
13231,5709.0,4136.36,8.73,82.41,9668.64,41.44,1.94,0.0
13232,5838.28,3945.85,8.91,79.6,9462.21,40.76,1.81,0.0
13233,6151.82,4500.69,8.63,78.7,11421.79,46.25,2.15,0.0
13234,5614.46,3117.13,8.62,82.3,9230.67,47.45,1.91,0.0
13235,6055.2,3827.45,8.94,76.66,10856.74,73.91,2.02,0.0
13236,6021.5,3233.2,9.33,74.53,13645.81,76.05,2.43,0.0
13237,6148.38,3408.72,8.93,79.73,12062.91,69.34,2.19,0.0
13238,5997.5,3386.15,8.83,77.68,12794.68,73.64,2.42,0.0
13239,6069.72,2927.85,8.92,70.06,13931.6,70.04,2.55,0.0
13240,5819.83,3416.65,8.74,73.09,11211.03,71.28,2.2,0.0
13241,6029.41,3326.77,8.87,77.83,11442.37,37.67,2.13,0.0
13242,6120.77,3031.29,8.72,76.85,11014.89,80.58,2.08,1.0
13243,6062.5,3002.01,9.01,72.92,14090.16,84.03,2.58,0.0
13244,5859.61,3386.28,8.72,74.06,11520.07,75.74,2.27,0.0
13245,6035.5,3009.1,9.01,72.82,13880.48,83.77,2.56,0.0
13246,5844.42,3321.65,8.77,73.72,11504.92,76.04,2.24,0.0
13247,5835.5,3407.32,8.74,74.2,11399.28,75.3,2.23,0.0
13248,6032.18,3587.05,9.33,72.83,13585.49,68.32,2.43,0.0
13249,5786.29,3175.62,9.03,74.3,11399.64,69.51,2.18,0.0
13250,5859.41,3208.6,8.68,77.84,11231.81,56.71,2.19,0.0
13251,6017.77,3395.33,8.98,75.67,13144.17,74.79,2.44,0.0
13252,6138.07,3202.17,8.75,74.47,10803.8,80.12,2.02,0.0
13253,6098.0,3788.85,8.76,76.85,10594.56,72.5,1.98,0.0
13254,5824.0,4337.66,8.79,83.32,9918.51,48.11,1.94,0.0
13255,6073.39,3293.51,8.73,76.98,10934.83,65.21,2.06,0.0
13256,6040.0,3368.02,8.78,73.0,12860.14,84.53,2.44,0.0
13257,5992.62,3840.08,9.34,75.7,13241.64,85.27,2.38,0.0
13258,6149.51,2964.61,8.74,76.85,11125.05,76.2,2.08,1.0
13259,5807.6,3444.29,8.72,72.95,11204.23,67.49,2.2,0.0
13260,6007.18,3330.15,9.33,74.98,13599.13,72.31,2.42,0.0
13261,5762.37,3957.8,8.78,84.07,9686.13,50.75,1.92,0.0
13262,5927.71,3128.12,8.84,74.05,12666.02,81.78,2.42,0.0
13263,5773.47,4104.6,8.68,78.24,10251.1,44.5,2.04,0.0
13264,6006.25,4342.61,8.79,78.1,12454.63,64.1,2.37,0.0
13265,5849.93,3308.35,8.89,74.98,11543.49,76.17,2.22,0.0
13266,5933.13,3971.18,8.64,79.83,11282.57,52.03,2.2,0.0
13267,6017.5,3429.49,8.95,74.09,13024.88,78.41,2.42,0.0
13268,5971.51,3389.1,8.74,73.25,12372.2,84.24,2.38,0.0
13269,6265.37,2502.08,9.03,69.0,15568.4,79.26,2.74,0.0
